Name,% Docs Cited,Web of Science Documents,Rank,Times Cited,Category Normalized Citation Impact,Documents in Q1 Journals,Domestic Collaborations,Citation Impact,H-Index,International Collaborations,Industry Collaborations,Highly Cited Papers,Citations From Patents,Web of Science ResearcherID,% Highly Cited Papers,ORCID
"Prasad, Abhnil",100.0,10,230,406,1.88021,6,1,40.6,8,0,0,0,1,G-9749-2013,0.0,0000-0003-3336-7338
"Vijayaraghavan, Venkatesh",100.0,19,231,404,0.8729210526315789,5,1,21.263157894736842,11,15,2,0,0,W-9044-2019,0.0,
"Kessissoglou, Nicole",95.65,23,231,404,0.9261173913043479,14,5,17.565217391304348,13,15,0,0,0,R-8239-2019,0.0,0000-0002-3714-9437
"Ibbotson, Suphunnika",100.0,6,233,402,2.548016666666667,5,0,67.0,6,5,0,1,0,CVY-9777-2022,16.67,
"Deng, Rong",100.0,10,234,400,3.1024700000000003,7,0,40.0,8,8,0,2,0,GWE-5334-2022,20.0,0000-0002-1452-8020
"Barber, Tracie",88.89,36,235,398,0.4725944444444445,9,16,11.055555555555555,11,9,0,0,0,AAW-2342-2021,0.0,0000-0002-6574-8074
"Ebadi, Mohammad",100.0,11,235,398,1.9118727272727272,11,6,36.18181818181818,9,5,1,0,0,AAH-7301-2021,0.0,0000-0002-9298-9519
"Elsawah, Sondoss",89.29,28,237,397,1.1481750000000002,19,10,14.178571428571429,12,8,0,0,0,GBS-6286-2022,0.0,0000-0002-3485-9548
"Akter, Parvez",91.67,12,238,396,1.5250333333333332,7,0,33.0,10,6,0,0,0,AAC-8570-2019,0.0,0000-0003-4817-5048
"Talluru, Murali Krishna",94.44,18,239,393,0.9349333333333334,9,8,21.833333333333332,10,1,0,0,0,AAB-2165-2020,0.0,0000-0001-9266-4928
"Mehrotra, Raj",100.0,14,240,391,1.3687785714285714,13,0,27.928571428571427,9,11,0,0,0,FPE-6905-2022,0.0,
"Abbasi, Alireza",100.0,10,241,387,2.2145200000000003,5,2,38.7,8,6,0,0,0,ABG-6032-2020,0.0,0000-0001-9136-1837
"Ramandi, Hamed Lamei",100.0,9,242,386,1.7246,8,3,42.888888888888886,7,1,0,0,0,J-8978-2016,0.0,0000-0001-8395-7796
"Garratt, Matthew A.",93.33,15,243,385,1.0193466666666666,7,1,25.666666666666668,10,3,0,0,4,GCD-7160-2022,0.0,0000-0003-0222-430X
"Diesendorf, Mark",80.0,10,244,384,1.27571,7,3,38.4,7,2,2,0,0,GAI-8004-2022,0.0,0000-0002-2292-3565
"Hallam, Brett J.",100.0,10,245,383,1.65411,8,1,38.3,8,3,0,0,1,IDA-7140-2023,0.0,
"Xu, Weixing",100.0,7,246,382,2.1797,5,0,54.57142857142857,7,4,0,0,0,H-4530-2014,0.0,0000-0003-4263-7838
"Yang, Henry Chong-heng",100.0,10,247,381,1.71082,2,0,38.1,9,7,3,0,2,HLG-0902-2023,0.0,0000-0002-8713-150X
"Li, Sean",100.0,3,248,378,3.9804,2,0,126.0,3,3,0,1,2,GSK-0662-2022,33.33,
"Daiyan, Rahman",100.0,11,248,378,3.2950727272727276,8,6,34.36363636363637,8,0,1,1,0,GAH-6559-2022,9.09,0000-0002-3543-3944
"Zheng, Min",100.0,15,250,377,1.8952933333333335,12,3,25.133333333333333,9,10,0,0,0,GZH-2090-2022,0.0,0000-0001-9148-7544
"Vasilakopoulou, K.",100.0,10,251,376,1.9914200000000002,7,1,37.6,9,8,0,0,0,EFB-0035-2022,0.0,
"Abeywardana, Damith Buddika Wickramasinghe",100.0,6,252,373,2.5340166666666666,6,0,62.166666666666664,6,2,1,0,0,CBP-4310-2022,0.0,
"Maroufi, Samane",100.0,13,253,370,1.5173692307692308,12,0,28.46153846153846,10,1,0,0,0,R-1405-2019,0.0,
"Meyer, Quentin",100.0,11,254,369,1.5385363636363636,6,5,33.54545454545455,10,6,0,0,0,AGY-0946-2022,0.0,0000-0001-6418-9680
"Bao, Jie",95.24,21,255,368,0.8869190476190476,9,2,17.523809523809526,12,5,0,0,0,HTA-3041-2023,0.0,0000-0002-6774-9863
"Pignatta, Gloria",100.0,13,256,367,1.731669230769231,7,2,28.23076923076923,10,10,0,1,1,I-2506-2019,7.69,0000-0003-3231-4568
"Mahamedi, Behnam",100.0,10,256,367,1.6184800000000004,3,2,36.7,9,4,0,0,0,FJP-9821-2022,0.0,
"Xue, Jianfeng",90.32,31,256,367,0.8835032258064516,11,2,11.838709677419354,11,24,2,0,0,C-7691-2013,0.0,0000-0001-6380-1188
"A. Garratt, Matthew",95.65,23,259,362,1.3701478260869566,21,9,15.73913043478261,13,5,0,0,0,EZW-3401-2022,0.0,
"Li, Ao",100.0,3,260,361,5.907466666666667,2,0,120.33333333333333,3,3,0,1,1,N-8941-2019,33.33,0000-0002-6364-1898
"Evans, Jason P.",92.86,14,261,360,1.205007142857143,12,6,25.714285714285715,9,4,0,0,0,F-3716-2011,0.0,0000-0003-1776-3429
