Name,% Docs Cited,Web of Science Documents,Rank,Times Cited,Category Normalized Citation Impact,Documents in Q1 Journals,Domestic Collaborations,Citation Impact,H-Index,International Collaborations,Industry Collaborations,Highly Cited Papers,Citations From Patents,Web of Science ResearcherID,% Highly Cited Papers,ORCID
"Alpcan, Tansu",100.0,17,93,447,1.275005882352941,16,3,26.294117647058822,11,2,0,0,1,DVC-0563-2022,0.0,0000-0002-7434-3239
"Thompson, Russell G",93.55,31,93,447,0.8869,16,9,14.419354838709678,14,12,0,0,0,D-6451-2012,0.0,0000-0002-8128-6586
"Cheung, Pui Kwan",100.0,10,95,442,1.9119700000000002,9,5,44.2,9,1,0,0,0,DXJ-8219-2022,0.0,0000-0002-7774-9277
"Wasko, Conrad",100.0,16,95,442,2.2637375,16,9,27.625,8,5,0,1,0,Y-6067-2019,6.25,0000-0002-9166-8289
"Trapani, K.",100.0,6,97,432,2.704266666666667,3,3,72.0,5,3,0,0,1,ECZ-7997-2022,0.0,0000-0002-6654-3660
"Chen, Deli",93.33,15,98,431,1.5436733333333335,13,1,28.733333333333334,9,11,0,2,0,KHK-8613-2024,13.33,0000-0001-5759-7344
"Nelson, Adam G.",100.0,2,99,424,8.1957,0,2,212.0,1,0,0,1,0,DYB-0788-2022,50.0,0000-0002-3614-0676
"Farokhi, Farhad",84.62,26,100,422,0.7249461538461539,17,3,16.23076923076923,12,12,1,0,2,ABE-3729-2020,0.0,0000-0002-5102-7073
"Scholes, Colin A.",88.89,18,101,419,1.0061166666666665,13,5,23.27777777777778,11,2,0,0,0,DRK-8278-2022,0.0,
"Zhao, Junxuan",77.78,18,101,419,1.3312611111111112,6,12,23.27777777777778,8,5,0,1,3,DUQ-4725-2022,5.56,0000-0001-9927-7023
"Thilakarathna, Sadeep",100.0,8,101,419,2.3717625,4,5,52.375,6,0,0,1,0,GGH-7097-2022,12.5,0000-0002-4300-4058
"Hosseini, Mohammadreza",100.0,23,104,413,2.5678347826086956,15,3,17.956521739130434,12,18,0,1,0,I-3305-2019,4.35,0000-0003-2888-9676
"Smith-Miles, Kate",100.0,19,105,412,1.1774526315789473,10,5,21.68421052631579,10,9,2,0,0,Q-9004-2019,0.0,0000-0003-2718-7680
"Zavabeti, Ali",81.82,11,106,407,2.7926363636363636,11,4,37.0,5,4,0,1,1,AAB-4400-2020,9.09,0000-0002-5860-8938
"Ewans, Kevin",100.0,14,107,393,0.9800000000000001,9,0,28.071428571428573,10,13,5,0,0,FZG-2721-2022,0.0,0000-0003-3863-3973
"Khalaj, Ali",100.0,4,108,391,1.589975,4,2,97.75,4,2,2,1,1,FFC-3017-2022,25.0,
"Nathan, Rory J",100.0,18,109,387,1.916827777777778,17,8,21.5,8,5,0,1,0,A-8986-2015,5.56,0000-0001-7759-8344
"Ke, Qiuhong",100.0,5,110,378,3.68236,4,2,75.6,5,3,0,0,1,AAA-6166-2022,0.0,0000-0001-9998-3614
"Chapman, Airlie",92.86,14,111,377,1.2487142857142857,8,3,26.928571428571427,8,6,0,0,1,GBN-9747-2022,0.0,0000-0002-8946-552X
"Wang, Quan J",100.0,15,112,375,1.1894733333333334,15,5,25.0,10,7,0,0,1,D-2674-2012,0.0,0000-0002-8787-2738
"Western, Andrew W",93.33,15,113,372,1.0784266666666666,14,6,24.8,9,4,1,0,0,G-1730-2011,0.0,
"R. McKay, Matthew",92.86,14,114,371,1.019557142857143,14,3,26.5,9,10,0,0,0,DWK-2897-2022,0.0,0000-0002-8086-2545
"Linforth, Steven",100.0,12,115,370,3.1265416666666668,12,5,30.833333333333332,10,1,2,1,0,FJF-3032-2022,8.33,
"de Hoog, Julian",100.0,9,115,370,1.8778555555555556,9,6,41.111111111111114,6,0,0,0,3,CNG-4297-2022,0.0,
"Mayyas, Mohannad",100.0,10,117,369,1.33433,8,1,36.9,10,1,0,0,0,ABI-6052-2020,0.0,0000-0003-1852-6687
"Liu, HengChang",80.0,10,118,363,2.07299,7,5,36.3,7,4,0,0,1,AAC-7496-2021,0.0,0000-0002-9006-0546
"Al-Hammadi, Saddam",100.0,3,118,363,5.691066666666667,3,0,121.0,3,0,0,1,0,FYA-2113-2022,33.33,0000-0002-0244-6618
"Li, Ang",100.0,7,120,362,3.601571428571429,7,7,51.714285714285715,7,0,3,0,0,FZV-7595-2022,0.0,0000-0002-6269-6432
"Vrakopoulou, Maria",100.0,10,121,359,1.8228000000000002,8,0,35.9,9,8,0,0,0,DYX-4029-2022,0.0,0000-0003-2937-5714
"Riaz, Shariq",100.0,11,122,353,2.479727272727273,7,0,32.09090909090909,8,10,0,0,0,A-7495-2019,0.0,0000-0001-8450-3382
"Wang, Mark Yaolin",100.0,7,123,351,1.6460285714285714,3,0,50.142857142857146,7,5,0,0,0,AGI-2421-2022,0.0,0000-0002-1813-3632
"Finlayson, Brian L",100.0,3,124,349,4.546666666666667,3,0,116.33333333333333,3,3,0,0,0,H-9638-2014,0.0,0000-0001-8708-3475
"Chow, Shiao Huey",90.48,21,125,348,1.0961476190476191,10,5,16.571428571428573,13,11,0,0,0,ABA-4190-2020,0.0,0000-0002-5442-0014
"Toffoli, Alessandro",92.31,13,126,347,1.2323846153846154,10,4,26.692307692307693,10,9,2,0,0,GCQ-0919-2022,0.0,0000-0003-3112-6856
"Gambini, Simone",80.0,5,127,345,2.6471400000000003,5,0,69.0,4,4,1,1,11,D-7085-2014,20.0,
"Alpcan, Tansu",100.0,11,128,341,1.3335454545454546,9,2,31.0,6,2,0,0,2,D-7089-2014,0.0,0000-0002-7434-3239
"Matthai, Stephan K",92.31,13,129,334,1.3391615384615387,10,0,25.692307692307693,9,11,0,0,0,D-4702-2015,0.0,0000-0001-7470-8026
"Brazil, Marcus",90.0,20,129,334,0.663525,13,3,16.7,6,3,0,0,3,D-7119-2014,0.0,0000-0001-8985-3752
"Foumani, Mehdi",100.0,11,131,331,1.459318181818182,7,4,30.09090909090909,9,5,0,0,0,DWG-4973-2022,0.0,0000-0002-7522-4741
"Foong, Tien Mun",100.0,5,132,330,2.5301,4,0,66.0,5,4,1,0,0,EVF-3448-2022,0.0,
"Sinaie, Sina",100.0,2,133,327,3.3184500000000003,1,0,163.5,2,1,0,1,0,FXL-1285-2022,50.0,
"Burns, Matthew J.",100.0,6,134,325,1.4198500000000003,5,1,54.166666666666664,6,1,0,0,0,GBI-0301-2022,0.0,0000-0002-2273-8925
"Costa, Alysson",93.75,16,135,320,0.9033625000000001,9,1,20.0,13,11,0,0,0,C-2375-2009,0.0,0000-0002-3135-793X
"Kidanemariam, Aman G",100.0,8,136,319,1.7086000000000001,8,0,39.875,6,5,0,0,0,AAQ-2607-2020,0.0,0000-0003-4276-671X
"Naji, Sareh",87.5,8,137,317,1.7219250000000001,8,0,39.625,7,6,0,0,0,DXN-9760-2022,0.0,0000-0003-1715-0278
"Hui, Felix Kin Peng",100.0,15,137,317,1.1381066666666666,7,1,21.133333333333333,9,10,0,0,0,T-3752-2018,0.0,0000-0002-4800-9130
"Mousavi, Seyedmostafa",100.0,9,139,314,2.0924444444444443,5,6,34.888888888888886,6,2,0,0,0,AAJ-7207-2020,0.0,0000-0001-5793-5817
"Che, Di",100.0,10,139,314,1.30448,10,5,31.4,8,1,4,0,7,V-4462-2019,0.0,
"Evans, Robin J.",100.0,9,141,307,1.7879333333333334,3,5,34.111111111111114,6,0,0,0,1,CNV-0559-2022,0.0,
"Ortiz-Catalan, Max",100.0,12,142,304,1.883516666666667,7,3,25.333333333333332,7,8,1,0,2,FPH-8326-2022,0.0,
"Choong, Peter",100.0,14,143,302,1.34895,6,7,21.571428571428573,8,5,1,0,1,F-1109-2014,0.0,0000-0002-3522-7374
"Ghazlan, Abdallah",100.0,13,144,300,1.7533615384615386,11,3,23.076923076923077,9,4,0,0,0,DUQ-9634-2022,0.0,0000-0002-1097-9772
"Krishnan, Syam",100.0,8,144,300,2.3975,6,2,37.5,8,6,0,1,1,AAF-3049-2020,12.5,0000-0002-8549-4323
"Illingworth, Simon J",100.0,16,146,299,0.9808687500000001,13,2,18.6875,10,2,0,0,0,F-5874-2016,0.0,0000-0002-7545-9786
"Conforti, Raffaele",100.0,3,147,298,2.7042,3,0,99.33333333333333,3,3,0,0,0,DVI-0257-2022,0.0,0000-0002-3434-2178
"Nicholas, Nathan",100.0,5,148,294,1.6546800000000002,4,2,58.8,5,0,0,0,1,DHO-5968-2022,0.0,
"Bagloee, Saeed Asadi",94.74,19,148,294,0.9264105263157895,12,0,15.473684210526315,11,13,0,0,1,GDW-1872-2022,0.0,0000-0001-6078-6314
"Gloet, Marianne",100.0,4,150,290,2.9219999999999997,2,0,72.5,3,1,0,1,0,EWS-9720-2022,25.0,
"Gunawardena, Tharaka",100.0,8,151,287,1.3663,3,2,35.875,6,1,0,1,0,F-6664-2015,12.5,0000-0001-6958-1470
"Bell, Sarah",100.0,7,152,281,0.6722285714285715,2,0,40.142857142857146,5,5,0,0,0,FZK-6960-2022,0.0,0000-0001-5289-4358
"Xavier, Matheus S.",100.0,7,153,280,2.0818857142857143,4,2,40.0,6,2,0,2,0,AHE-1283-2022,28.57,0000-0002-6581-705X
"Foliente, Greg",100.0,6,153,280,1.9714500000000001,5,2,46.666666666666664,6,3,0,0,0,ABD-1712-2020,0.0,0000-0003-1968-4978
"Weatherley, Anthony J.",100.0,4,155,276,1.208525,4,0,69.0,3,2,0,1,0,GJM-6320-2022,25.0,
"Bandara, Kasun",100.0,5,156,275,4.04002,4,1,55.0,5,2,1,1,0,AAE-9548-2021,20.0,0000-0001-9029-1478
"Maas, Roland",80.0,5,157,274,2.2104000000000004,1,1,54.8,4,2,2,0,6,DEU-9735-2022,0.0,
"Arora, Meenakshi",100.0,3,158,273,1.5105666666666668,3,0,91.0,3,2,0,1,0,E-1473-2011,33.33,0000-0002-6988-2844
"Nourian, Mojtaba",100.0,4,158,273,2.5036,4,1,68.25,4,3,0,0,0,FPO-0728-2022,0.0,
"Khoa, Nguyen Dinh",100.0,9,158,273,2.6034888888888887,4,1,30.333333333333332,7,5,0,0,0,CYQ-5440-2022,0.0,0000-0002-2045-9703
"Buyya, Rajkumar",100.0,11,158,273,1.8250636363636366,7,1,24.818181818181817,9,10,0,0,0,C-3424-2009,0.0,0000-0001-9754-6496
"Lacey, J.",100.0,11,162,271,1.0506272727272727,7,3,24.636363636363637,8,6,8,0,0,KGV-7023-2024,0.0,0000-0002-4337-4139
"Zhao, Qinghu",100.0,7,163,270,1.653257142857143,6,0,38.57142857142857,7,5,2,0,0,EIU-0949-2022,0.0,
