Name,% Docs Cited,Web of Science Documents,Rank,Times Cited,Category Normalized Citation Impact,Documents in Q1 Journals,Domestic Collaborations,Citation Impact,H-Index,International Collaborations,Industry Collaborations,Highly Cited Papers,Citations From Patents,Web of Science ResearcherID,% Highly Cited Papers,ORCID
"Manlapig, E",100.0,3,120,385,1.3056,3,0,128.33333333333334,2,2,0,1,0,FKM-1458-2022,33.33,
"Southam, Gordon",100.0,14,123,381,1.2767714285714287,10,3,27.214285714285715,9,9,0,0,0,D-1983-2013,0.0,0000-0002-8941-1249
"Prato, Carlo G",90.48,21,124,380,1.1353333333333335,9,0,18.095238095238095,11,13,0,0,0,C-6104-2016,0.0,0000-0002-1218-4922
"Nizami, Mohammad Sohrab Hasan",100.0,11,125,376,2.2046636363636365,9,4,34.18181818181818,9,3,0,0,0,AAT-2797-2021,0.0,0000-0002-0667-1441
"McIntyre, Timothy",88.89,45,125,376,0.48802222222222225,14,4,8.355555555555556,13,16,1,0,0,B-1927-2019,0.0,0000-0002-6590-3564
"Zhu, Zhonghua",100.0,14,127,373,1.5264714285714285,8,2,26.642857142857142,11,7,1,0,0,A-7047-2019,0.0,0000-0003-2144-8093
"Zelenyuk, Valentin",94.12,17,128,370,0.9714352941176472,11,2,21.764705882352942,13,10,0,0,0,L-3687-2019,0.0,
"Sivarupan, Tharmalingam",100.0,7,129,368,1.7484857142857142,5,1,52.57142857142857,7,5,2,0,0,A-8539-2010,0.0,0000-0002-0791-525X
"Schenk, Peer M",100.0,8,130,367,1.28635,7,0,45.875,7,4,0,0,0,B-7879-2016,0.0,0000-0003-4878-3799
"Balucan, Reydick D.",100.0,10,131,363,1.18582,8,4,36.3,7,0,0,0,2,CDT-0935-2022,0.0,
"Dashti, Hossein",100.0,5,132,354,1.66832,4,0,70.8,5,4,0,1,0,S-5598-2019,20.0,0000-0001-8626-0361
"Opolot, Michael",100.0,9,133,352,2.662311111111111,9,0,39.111111111111114,7,9,0,1,0,GDP-4492-2022,11.11,0000-0003-4278-7940
"Jensen, Paul",100.0,13,133,352,1.1691,12,2,27.076923076923077,9,5,0,0,0,GGH-0820-2022,0.0,0000-0002-9819-1516
"Jiang, Kai",100.0,3,135,348,6.071866666666668,3,0,116.0,3,2,0,2,0,DWN-0815-2022,66.67,0000-0001-8510-3743
"liu, feng",88.0,25,136,343,0.591728,16,6,13.72,11,16,1,0,0,B-3050-2019,0.0,0000-0002-1074-2601
"Gollan, Rowan J.",95.83,24,137,342,0.6747125,6,1,14.25,10,7,1,0,0,DVU-2510-2022,0.0,0000-0001-8062-0848
"Corder, Glen",100.0,9,137,342,1.910911111111111,9,2,38.0,8,4,0,0,0,K-3133-2014,0.0,0000-0001-8733-1248
"Xu, Xiaolin",90.91,22,139,340,1.0073318181818183,13,9,15.454545454545455,10,8,2,0,0,IZY-9785-2023,0.0,0000-0003-0598-657X
"Zeng, Xiangkang",100.0,6,140,338,3.8183000000000002,5,1,56.333333333333336,6,4,0,1,1,AAL-5477-2021,16.67,0000-0001-9866-2819
"Foster, John",100.0,6,141,335,1.5586333333333335,4,4,55.833333333333336,6,0,0,0,0,ISZ-0882-2023,0.0,0000-0002-2601-1539
"Firouzi, Mahshid",100.0,12,142,334,0.9120416666666666,7,6,27.833333333333332,9,1,0,0,0,C-3444-2016,0.0,0000-0002-7271-6927
"Stokes, Jason R",100.0,10,143,333,1.3990500000000001,7,1,33.3,9,7,4,0,0,A-1608-2009,0.0,0000-0003-3000-0741
"Luo, Bin",100.0,4,144,329,3.35095,2,0,82.25,4,2,0,1,3,P-7836-2015,25.0,0000-0003-2088-6403
"Luo, Bin",92.0,25,145,320,0.5704480000000001,6,6,12.8,12,0,0,0,1,JJJ-0636-2023,0.0,0000-0002-3530-9433
"Alam, Mollah Rezaul",100.0,18,145,320,1.3109944444444446,13,1,17.77777777777778,10,8,0,0,0,G-7635-2019,0.0,0000-0001-6017-764X
"Yamauchi, Yusuke",100.0,22,147,318,3.9499136363636365,22,0,14.454545454545455,10,22,0,2,0,GXD-7323-2022,9.09,
"Oehmen, Adrian",100.0,7,147,318,2.118057142857143,7,0,45.42857142857143,6,6,0,0,0,K-8557-2012,0.0,0000-0001-9981-0983
"Pratt, Steven",80.0,10,149,315,1.00489,8,1,31.5,6,4,0,0,0,G-9888-2012,0.0,0000-0003-1030-9039
"Mojumder, Juwel C.",90.0,10,150,312,1.36415,9,4,31.2,7,2,0,0,0,DXY-6466-2022,0.0,0000-0002-6986-112X
"Alam, Shahidul",92.31,13,151,306,0.7950999999999999,2,0,23.53846153846154,9,1,0,0,0,C-7626-2013,0.0,0000-0002-3565-208X
"Correa, Diego F.",100.0,4,152,305,1.34115,4,0,76.25,4,2,0,0,0,AAW-8066-2021,0.0,0000-0002-6510-4906
"Xu, Letao",92.86,14,153,303,0.8923500000000001,6,8,21.642857142857142,10,0,0,0,2,HIR-0822-2022,0.0,0000-0002-0449-8382
"Carvalho, Gilda",77.78,9,153,303,1.7822444444444447,7,1,33.666666666666664,7,6,0,0,0,D-7197-2013,0.0,0000-0002-3514-806X
"Tan, Qiyang",100.0,6,155,300,3.998766666666667,6,0,50.0,6,4,0,1,0,FZW-5182-2022,16.67,0000-0003-2447-7586
"Zhong, Ruizhi",100.0,7,156,298,2.3196857142857144,5,0,42.57142857142857,7,3,1,0,1,EIK-7171-2022,0.0,
"Emodi, Nnaemeka Vincent",100.0,7,157,296,1.0530000000000002,5,0,42.285714285714285,5,5,0,0,0,DXE-3845-2022,0.0,0000-0001-9527-3287
"Eguchi, Miharu",83.33,6,158,295,3.9594833333333335,5,1,49.166666666666664,4,5,0,1,0,J-4244-2015,16.67,0000-0002-4007-7438
"LANDSBERG, Will",100.0,13,158,295,1.3767846153846153,11,0,22.692307692307693,11,1,0,0,0,ABA-2662-2020,0.0,0000-0002-4010-1688
"Fan, zhiqi",100.0,4,160,291,3.577725,2,1,72.75,4,0,0,1,1,AAQ-1102-2020,25.0,
"O'Brien, Jake William",100.0,6,161,290,2.5463166666666672,6,1,48.333333333333336,5,4,0,0,0,C-4749-2015,0.0,0000-0001-9336-9656
"Duniam, Sam",100.0,9,162,288,1.5250000000000001,9,0,32.0,9,3,0,0,0,DWP-1549-2022,0.0,0000-0002-2576-8927
"Kizil, Mehmet S",100.0,8,163,287,1.618575,4,0,35.875,7,5,0,0,7,Q-6963-2017,0.0,0000-0002-3568-0777
"Leonardi, Christopher",93.75,16,164,283,0.751325,7,0,17.6875,9,8,1,0,0,DWE-6558-2022,0.0,0000-0001-8596-9125
"Giaccone, Luca",95.45,22,164,283,0.6030136363636364,5,3,12.863636363636363,9,10,1,0,0,DWM-7018-2022,0.0,0000-0002-9766-3411
"guo, jianhua",100.0,7,166,282,1.6543857142857143,6,0,40.285714285714285,7,6,0,0,1,B-1114-2012,0.0,0000-0002-4732-9175
"Rakić, Aleksandar D. D.",78.57,14,167,280,0.8147642857142857,6,1,20.0,7,7,2,0,10,C-5756-2009,0.0,0000-0003-1335-6156
"Lane, Joe",100.0,5,168,277,2.44626,4,2,55.4,5,2,0,0,0,AAU-7551-2020,0.0,0000-0001-9938-8030
"steel, karen m",100.0,14,168,277,0.9976857142857144,9,4,19.785714285714285,7,3,1,0,0,A-1610-2009,0.0,0000-0001-5758-894X
"Ahmed, PhD, Yunus",80.0,5,170,273,2.53482,5,0,54.6,4,2,0,0,0,B-3598-2014,0.0,0000-0002-8556-1944
"Zhang, Hao",100.0,10,171,272,1.9489699999999999,6,4,27.2,8,3,0,0,1,EIO-9942-2022,0.0,0009-0006-1295-4356
"Eghbal, Daniel",100.0,11,172,270,0.898209090909091,6,0,24.545454545454547,8,2,0,0,0,G-2969-2010,0.0,
"Brown, Colin",100.0,3,173,269,2.277066666666667,2,2,89.66666666666667,3,0,0,0,0,DWW-8051-2022,0.0,0000-0001-7805-3303
"Chung, Jen Jen",75.0,12,174,268,1.2101,9,0,22.333333333333332,6,9,1,0,0,DSD-2724-2022,0.0,0000-0001-7828-0741
"Li, Xuemei",100.0,5,175,264,2.8261,5,3,52.8,4,0,0,1,0,DTB-4792-2022,20.0,0000-0001-7781-8933
"Gauthier, Guillaume",100.0,3,176,263,3.297533333333334,3,0,87.66666666666667,3,1,0,0,0,JOX-3275-2023,0.0,
"Clarke, William P.",100.0,10,177,257,0.93514,10,1,25.7,7,3,0,0,0,GBM-6729-2022,0.0,0000-0002-2511-1140
"Darvazehban, Amin",100.0,18,178,255,0.7904611111111112,10,3,14.166666666666666,9,8,0,0,0,K-4760-2019,0.0,0000-0001-8024-3472
"hooman, kamel",100.0,17,179,254,0.7580529411764706,12,0,14.941176470588236,10,13,0,0,0,AAS-1207-2020,0.0,0000-0003-0282-7960
"Rauert, Cassandra",100.0,6,180,251,3.3018,6,0,41.833333333333336,5,6,1,0,0,Y-4882-2018,0.0,0000-0002-2543-9023
"Henry, Robert",100.0,1,180,251,2.3481,1,0,251.0,1,1,0,1,1,B-5824-2008,100.0,0000-0002-4060-0292
"Kamyar, Amin",100.0,5,182,248,1.9530999999999998,3,1,49.6,5,2,0,0,0,FGZ-2116-2022,0.0,
"Bernhardt, Debra",100.0,5,182,248,2.38838,5,0,49.6,5,3,0,0,0,A-8174-2008,0.0,0000-0003-1346-8318
"Shabanpour, Hadi",100.0,7,184,247,1.481942857142857,5,2,35.285714285714285,6,4,0,0,0,GBT-4470-2022,0.0,0000-0002-3681-1070
"Yan, Guoxin",100.0,11,184,247,1.090618181818182,7,1,22.454545454545453,8,3,0,0,0,FYV-4703-2022,0.0,0000-0002-0606-5572
"Beyer, Hawthorne L",100.0,3,186,246,1.5528666666666666,3,0,82.0,3,2,0,0,0,F-8050-2013,0.0,0000-0002-5430-0784
"Wiliem, Arnold",100.0,12,187,242,0.8911333333333333,7,2,20.166666666666668,8,8,0,0,0,DZP-8786-2022,0.0,0000-0001-8746-9394
"Nelson, Mark",100.0,6,187,242,2.2597166666666664,2,1,40.333333333333336,5,2,2,1,1,DKV-5153-2022,16.67,0000-0001-9361-8501
"Wei, Jing",100.0,2,187,242,2.53945,2,0,121.0,2,1,0,1,0,AAQ-2472-2020,50.0,0000-0003-3597-9717
"Singh, Rajinesh",100.0,3,190,241,2.9165000000000005,3,3,80.33333333333333,3,0,0,0,0,DRZ-6633-2022,0.0,
"Cao, Liang",100.0,4,190,241,2.55225,4,2,60.25,4,1,0,0,0,DWD-7461-2022,0.0,0000-0002-6197-623X
"Dharmakeerthi, C. H.",100.0,2,190,241,4.54555,0,0,120.5,2,1,0,0,2,CMX-0516-2022,0.0,
"Thomas-Hall, Skye R.",100.0,3,193,237,1.3174333333333335,3,0,79.0,3,1,0,0,0,GFC-1048-2022,0.0,0000-0002-4208-5992
"Krause, Olav",93.75,16,194,236,0.6095625,9,0,14.75,10,12,1,0,0,G-6402-2011,0.0,0000-0003-1753-460X
"Nicholson, D.",100.0,17,195,235,0.6609176470588236,17,3,13.823529411764707,10,7,0,0,0,GBA-7050-2022,0.0,0000-0002-7895-3560
"Do, D. D.",94.44,18,195,235,0.6242,18,4,13.055555555555555,10,7,0,0,0,JZX-7601-2024,0.0,
"Daniel, William",100.0,16,197,234,0.58491875,0,4,14.625,9,5,4,0,1,AAH-2192-2019,0.0,
"Aljada, Muhsen",100.0,1,198,230,8.6469,1,1,230.0,1,0,0,1,0,ABF-7407-2020,100.0,
"Gallen, Christie L",100.0,3,199,226,2.890166666666667,3,2,75.33333333333333,3,1,0,0,0,A-6454-2018,0.0,
"Lockington, David A.",100.0,5,199,226,1.72596,5,3,45.2,5,2,0,0,0,DWT-4272-2022,0.0,0000-0001-7356-9909
"James, Christopher M.",84.38,32,201,224,0.38246562500000003,4,1,7.0,9,9,1,0,0,JRB-3481-2023,0.0,0000-0002-4787-2389
"Okoffo, Elvis D.",100.0,5,202,223,4.2271,5,0,44.6,5,4,1,0,0,J-4085-2016,0.0,0000-0001-8773-9761
"Ng, Jack C.",100.0,7,203,222,1.8976142857142857,7,1,31.714285714285715,6,4,0,0,0,FSL-9648-2022,0.0,
"Bofinger, Carmel",100.0,6,204,219,1.4574,6,0,36.5,5,4,0,0,0,CHA-3471-2022,0.0,
"Gildfind, David E.",82.14,28,205,218,0.42691428571428575,3,2,7.785714285714286,9,2,0,0,0,DVS-0108-2022,0.0,0000-0003-1678-2660
"Tebyetekerwa, Mike",100.0,5,206,217,4.7883000000000004,4,0,43.4,5,5,0,1,0,J-8065-2019,20.0,0000-0002-4243-6043
"Brieschenk, Stefan",100.0,10,206,217,0.86223,5,3,21.7,5,3,0,0,0,CID-9240-2022,0.0,
"Ashworth, Peta",100.0,5,206,217,1.36938,3,0,43.4,5,5,0,0,0,AAC-7378-2019,0.0,0000-0003-4648-7531
